#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
  50900      1.95e-01    1.79e-01      1.12e-03    2.05e-04      7.42e-02    6.81e-02    5.9e-06
  51000      1.76e-01    7.56e-02      1.83e-04    6.46e-04      6.69e-02    2.87e-02    5.9e-06
  51100      5.58e-02    2.51e-01      1.09e-03    1.71e-03      2.10e-02    9.55e-02    5.9e-06
  51200      1.24e-01    2.21e-01      4.52e-04    1.69e-03      4.71e-02    8.40e-02    5.9e-06
  51300      2.60e-01    1.77e-01      1.30e-03    8.04e-04      9.89e-02    6.72e-02    5.9e-06
  51400      2.11e-01    1.50e-01      4.68e-04    1.69e-03      8.03e-02    5.68e-02    5.9e-06
  51500      4.90e-02    6.30e-02      1.07e-04    3.22e-04      1.86e-02    2.39e-02    5.9e-06
  51600      1.73e-01    1.58e-01      9.08e-04    6.88e-04      6.59e-02    6.02e-02    5.9e-06
  51700      9.05e-02    4.32e-02      2.89e-03    2.71e-03      3.33e-02    1.42e-02    5.9e-06
  51800      2.07e-01    7.77e-02      1.57e-04    1.59e-03      7.88e-02    2.91e-02    5.9e-06
  51900      1.09e-01    1.44e-01      8.01e-04    1.82e-04      4.14e-02    5.48e-02    5.9e-06
  52000      1.72e-01    2.38e-01      1.27e-05    8.82e-05      6.52e-02    9.06e-02    5.9e-06
  52100      1.06e-01    3.44e-01      1.46e-03    1.24e-03      4.00e-02    1.31e-01    5.9e-06
  52200      2.69e-01    1.07e-01      2.02e-03    2.66e-03      1.02e-01    3.97e-02    5.9e-06
  52300      1.97e-01    8.90e-02      5.26e-04    1.27e-03      7.50e-02    3.36e-02    5.9e-06
  52400      6.84e-02    9.32e-02      5.79e-04    6.48e-04      2.60e-02    3.54e-02    5.9e-06
  52500      8.44e-02    1.54e-01      8.04e-05    1.02e-03      3.21e-02    5.86e-02    5.9e-06
  52600      1.07e-01    2.32e-01      2.34e-03    2.92e-04      3.99e-02    8.83e-02    5.9e-06
  52700      1.56e-01    2.06e-01      2.09e-03    7.80e-04      5.89e-02    7.81e-02    5.9e-06
  52800      9.59e-02    2.28e-01      2.56e-04    8.66e-04      3.64e-02    8.67e-02    5.9e-06
  52900      6.36e-02    8.61e-02      5.72e-04    7.38e-04      2.41e-02    3.27e-02    5.9e-06
  53000      6.06e-02    1.17e-01      1.63e-04    1.14e-03      2.30e-02    4.45e-02    5.9e-06
  53100      8.87e-02    5.49e-02      9.79e-04    6.80e-04      3.36e-02    2.08e-02    5.9e-06
  53200      1.19e-01    2.18e-01      1.40e-03    6.18e-04      4.50e-02    8.30e-02    5.9e-06
  53300      2.55e-01    2.15e-01      5.38e-03    3.17e-03      9.55e-02    8.12e-02    5.9e-06
  53400      2.42e-01    1.12e-01      2.57e-03    1.52e-03      9.15e-02    4.22e-02    5.9e-06
  53500      1.08e-01    2.27e-01      1.10e-03    7.89e-04      4.11e-02    8.61e-02    5.9e-06
  53600      1.64e-01    1.48e-01      1.46e-03    6.42e-04      6.22e-02    5.63e-02    5.9e-06
  53700      9.55e-02    1.01e-01      1.01e-03    9.31e-04      3.62e-02    3.85e-02    5.9e-06
  53800      2.83e-01    1.89e-01      6.29e-03    1.13e-03      1.06e-01    7.18e-02    5.9e-06
  53900      2.97e-01    9.16e-02      1.12e-03    1.61e-03      1.13e-01    3.45e-02    5.9e-06
  54000      1.14e-01    5.95e-02      4.11e-03    3.10e-03      4.15e-02    2.06e-02    5.9e-06
  54100      1.83e-01    8.41e-02      1.32e-03    1.93e-03      6.94e-02    3.14e-02    5.9e-06
  54200      9.61e-02    2.40e-01      5.42e-04    6.05e-04      3.65e-02    9.13e-02    5.9e-06
  54300      4.36e-02    1.78e-01      8.42e-04    2.21e-04      1.64e-02    6.76e-02    5.9e-06
  54400      2.57e-01    9.45e-02      4.09e-03    1.03e-03      9.68e-02    3.58e-02    5.9e-06
  54500      1.18e-01    2.31e-01      2.77e-03    5.33e-03      4.39e-02    8.64e-02    5.9e-06
  54600      5.15e-02    1.81e-01      1.52e-03    2.06e-04      1.90e-02    6.89e-02    5.9e-06
  54700      1.37e-01    1.42e-01      4.69e-04    1.81e-03      5.20e-02    5.36e-02    5.9e-06
  54800      9.53e-02    1.85e-01      7.81e-04    6.87e-04      3.62e-02    7.03e-02    5.9e-06
  54900      2.42e-01    2.01e-01      2.18e-03    8.61e-04      9.18e-02    7.65e-02    5.9e-06
  55000      1.26e-01    6.69e-02      9.45e-07    1.07e-04      5.91e-02    3.14e-02    3.5e-06
  55100      2.25e-01    2.72e-01      1.77e-03    3.68e-03      1.05e-01    1.27e-01    3.5e-06
  55200      7.38e-02    9.44e-02      1.88e-03    6.96e-04      3.39e-02    4.42e-02    3.5e-06
  55300      1.22e-01    8.10e-02      8.37e-04    6.75e-04      5.73e-02    3.79e-02    3.5e-06
  55400      2.63e-01    5.01e-02      8.65e-05    1.14e-03      1.24e-01    2.31e-02    3.5e-06
  55500      1.30e-01    2.26e-01      1.01e-03    1.59e-04      6.08e-02    1.06e-01    3.5e-06
  55600      1.22e-01    9.94e-02      2.73e-03    3.26e-03      5.62e-02    4.50e-02    3.5e-06
  55700      5.14e-02    5.17e-02      1.11e-03    8.77e-04      2.37e-02    2.40e-02    3.5e-06
  55800      7.07e-02    1.57e-01      9.80e-05    1.76e-04      3.32e-02    7.38e-02    3.5e-06
  55900      2.18e-01    8.15e-02      1.28e-03    7.23e-05      1.02e-01    3.82e-02    3.5e-06
  56000      1.28e-01    1.14e-01      1.22e-03    4.04e-05      5.99e-02    5.35e-02    3.5e-06
  56100      1.12e-01    1.27e-01      5.49e-04    4.35e-04      5.24e-02    5.94e-02    3.5e-06
  56200      5.67e-02    1.31e-01      1.14e-04    1.02e-04      2.66e-02    6.16e-02    3.5e-06
  56300      7.18e-02    1.25e-01      1.20e-03    2.09e-04      3.34e-02    5.88e-02    3.5e-06
  56400      6.16e-02    6.90e-02      2.69e-03    2.77e-03      2.71e-02    3.07e-02    3.5e-06
  56500      1.28e-01    7.80e-02      2.72e-04    8.89e-04      5.98e-02    3.64e-02    3.5e-06
  56600      5.59e-02    5.86e-02      2.51e-04    1.07e-03      2.62e-02    2.72e-02    3.5e-06
  56700      9.99e-02    4.99e-02      2.22e-03    1.91e-03      4.61e-02    2.23e-02    3.5e-06
  56800      2.07e-01    2.50e-01      2.00e-03    1.19e-03      9.70e-02    1.17e-01    3.5e-06
  56900      6.89e-02    8.29e-02      1.84e-03    2.45e-03      3.16e-02    3.78e-02    3.5e-06
  57000      9.57e-02    6.62e-02      2.49e-03    1.48e-03      4.39e-02    3.06e-02    3.5e-06
  57100      5.05e-02    1.37e-01      1.39e-03    2.50e-03      2.31e-02    6.34e-02    3.5e-06
  57200      1.47e-01    7.95e-02      2.10e-03    2.29e-04      6.87e-02    3.73e-02    3.5e-06
  57300      5.03e-02    2.46e-01      6.71e-04    5.77e-04      2.35e-02    1.16e-01    3.5e-06
  57400      1.13e-01    8.93e-02      6.04e-04    5.43e-05      5.31e-02    4.19e-02    3.5e-06
  57500      9.78e-02    5.62e-02      1.09e-03    1.59e-03      4.57e-02    2.57e-02    3.5e-06
  57600      7.56e-02    7.77e-02      1.81e-04    1.91e-04      3.55e-02    3.64e-02    3.5e-06
  57700      3.37e-02    9.29e-02      1.80e-03    2.29e-03      1.43e-02    4.27e-02    3.5e-06
  57800      6.31e-02    6.55e-02      2.39e-05    2.62e-04      2.96e-02    3.07e-02    3.5e-06
  57900      2.40e-01    2.53e-01      3.81e-04    1.01e-03      1.13e-01    1.19e-01    3.5e-06
  58000      8.53e-02    6.66e-02      4.97e-04    8.45e-04      4.00e-02    3.11e-02    3.5e-06
  58100      1.37e-01    6.41e-02      7.94e-04    6.86e-05      6.41e-02    3.01e-02    3.5e-06
  58200      7.92e-02    1.09e-01      1.44e-03    1.67e-03      3.68e-02    5.08e-02    3.5e-06
  58300      1.63e-01    9.07e-02      3.30e-03    1.89e-03      7.53e-02    4.19e-02    3.5e-06
  58400      2.84e-02    2.29e-01      6.12e-04    4.73e-04      1.31e-02    1.07e-01    3.5e-06
  58500      9.32e-02    5.55e-02      4.56e-04    1.43e-04      4.37e-02    2.61e-02    3.5e-06
  58600      6.51e-02    5.26e-02      1.78e-03    1.56e-03      2.98e-02    2.40e-02    3.5e-06
  58700      1.29e-01    1.38e-01      2.46e-03    2.03e-03      6.00e-02    6.42e-02    3.5e-06
  58800      9.87e-02    1.51e-01      2.55e-03    3.14e-04      4.53e-02    7.09e-02    3.5e-06
  58900      1.48e-01    2.68e-01      2.20e-04    4.42e-04      6.95e-02    1.26e-01    3.5e-06
  59000      2.15e-01    4.86e-02      1.34e-03    1.10e-03      1.01e-01    2.24e-02    3.5e-06
  59100      1.58e-01    2.30e-01      1.82e-03    1.54e-03      7.40e-02    1.08e-01    3.5e-06
  59200      4.93e-02    9.54e-02      2.51e-03    1.01e-03      2.11e-02    4.46e-02    3.5e-06
  59300      1.21e-01    9.78e-02      1.82e-03    1.83e-03      5.65e-02    4.54e-02    3.5e-06
  59400      9.82e-02    1.48e-01      2.07e-03    8.30e-04      4.54e-02    6.94e-02    3.5e-06
  59500      4.26e-02    4.84e-02      1.46e-03    1.20e-03      1.92e-02    2.22e-02    3.5e-06
  59600      2.30e-01    1.60e-01      2.82e-03    4.23e-04      1.07e-01    7.50e-02    3.5e-06
  59700      1.40e-01    4.71e-02      1.74e-03    1.49e-03      6.53e-02    2.14e-02    3.5e-06
  59800      2.39e-01    1.15e-01      2.24e-03    4.09e-05      1.12e-01    5.39e-02    3.5e-06
  59900      6.74e-02    1.66e-01      1.07e-03    7.49e-04      3.13e-02    7.79e-02    3.5e-06
  60000      1.23e-01    2.29e-02      1.39e-03    1.26e-03      6.95e-02    1.16e-02    2.1e-06
  60100      9.86e-02    9.60e-02      3.37e-04    1.48e-03      5.58e-02    5.39e-02    2.1e-06
  60200      4.16e-02    7.31e-02      1.05e-03    1.69e-03      2.31e-02    4.07e-02    2.1e-06
  60300      1.69e-01    1.18e-01      1.79e-03    2.05e-03      9.51e-02    6.62e-02    2.1e-06
  60400      5.53e-02    1.56e-01      1.10e-04    9.58e-04      3.13e-02    8.81e-02    2.1e-06
  60500      7.71e-02    7.84e-02      2.08e-03    1.92e-03      4.26e-02    4.35e-02    2.1e-06
  60600      6.28e-02    8.97e-02      9.19e-04    5.17e-05      3.53e-02    5.07e-02    2.1e-06
  60700      2.14e-01    1.49e-01      5.83e-04    3.68e-04      1.21e-01    8.43e-02    2.1e-06
  60800      1.48e-01    1.29e-01      3.89e-03    1.90e-03      8.20e-02    7.25e-02    2.1e-06
  60900      1.51e-01    1.29e-01      1.76e-03    6.71e-04      8.48e-02    7.29e-02    2.1e-06
  61000      1.32e-01    1.29e-01      9.57e-05    6.25e-04      7.46e-02    7.27e-02    2.1e-06
  61100      1.39e-01    1.19e-01      1.11e-03    1.10e-03      7.85e-02    6.70e-02    2.1e-06
  61200      6.71e-02    1.26e-01      8.01e-04    3.01e-04      3.78e-02    7.14e-02    2.1e-06
  61300      1.80e-01    1.21e-01      5.53e-04    1.34e-03      1.02e-01    6.82e-02    2.1e-06
  61400      5.40e-02    1.49e-01      5.77e-04    9.83e-04      3.04e-02    8.40e-02    2.1e-06
  61500      9.16e-02    9.56e-02      1.09e-03    1.35e-03      5.16e-02    5.38e-02    2.1e-06
  61600      6.46e-02    1.19e-01      1.62e-03    1.19e-04      3.58e-02    6.74e-02    2.1e-06
  61700      2.25e-01    1.36e-01      1.59e-03    9.99e-04      1.27e-01    7.68e-02    2.1e-06
  61800      6.65e-02    1.06e-01      1.42e-03    1.23e-03      3.71e-02    5.98e-02    2.1e-06
  61900      1.04e-01    1.03e-01      1.35e-03    3.58e-04      5.85e-02    5.81e-02    2.1e-06
  62000      5.96e-02    1.21e-01      3.48e-04    1.36e-03      3.37e-02    6.79e-02    2.1e-06
  62100      1.60e-01    1.07e-01      2.32e-03    6.01e-04      9.01e-02    6.06e-02    2.1e-06
  62200      8.43e-02    1.09e-01      1.60e-04    1.19e-04      4.77e-02    6.17e-02    2.1e-06
  62300      1.40e-01    6.54e-02      3.74e-04    1.05e-03      7.90e-02    3.67e-02    2.1e-06
  62400      1.46e-01    1.73e-01      2.85e-03    2.11e-03      8.15e-02    9.74e-02    2.1e-06
  62500      1.24e-01    9.45e-02      3.47e-03    1.64e-03      6.85e-02    5.29e-02    2.1e-06
  62600      1.50e-01    3.91e-02      1.07e-03    1.17e-03      8.46e-02    2.15e-02    2.1e-06
  62700      4.01e-02    6.62e-02      2.12e-03    1.71e-03      2.06e-02    3.66e-02    2.1e-06
  62800      8.03e-02    4.10e-02      9.51e-04    3.15e-05      4.52e-02    2.32e-02    2.1e-06
  62900      5.69e-02    6.15e-02      7.06e-04    1.28e-03      3.21e-02    3.43e-02    2.1e-06
  63000      6.46e-02    1.03e-01      1.85e-04    9.76e-04      3.66e-02    5.83e-02    2.1e-06
  63100      1.22e-01    9.72e-02      6.98e-04    7.16e-04      6.92e-02    5.49e-02    2.1e-06
  63200      1.44e-01    2.41e-02      1.86e-03    1.02e-03      8.10e-02    1.28e-02    2.1e-06
  63300      2.38e-01    3.56e-02      2.71e-04    1.46e-03      1.35e-01    1.91e-02    2.1e-06
  63400      2.41e-02    1.50e-01      5.48e-04    4.30e-04      1.34e-02    8.48e-02    2.1e-06
  63500      1.60e-01    1.99e-01      1.38e-03    1.60e-03      9.05e-02    1.12e-01    2.1e-06
  63600      5.94e-02    6.23e-02      2.85e-04    7.98e-04      3.36e-02    3.51e-02    2.1e-06
  63700      1.01e-01    8.38e-02      4.59e-04    1.25e-04      5.74e-02    4.74e-02    2.1e-06
  63800      8.02e-02    8.32e-02      2.25e-03    1.64e-03      4.43e-02    4.65e-02    2.1e-06
  63900      2.15e-01    5.88e-02      1.67e-03    6.48e-04      1.21e-01    3.32e-02    2.1e-06
  64000      8.11e-02    5.44e-02      8.48e-04    1.19e-05      4.58e-02    3.08e-02    2.1e-06
  64100      3.49e-02    3.94e-02      3.72e-05    4.13e-04      1.97e-02    2.22e-02    2.1e-06
  64200      4.27e-02    1.23e-01      1.46e-03    7.13e-04      2.32e-02    6.96e-02    2.1e-06
  64300      1.39e-01    1.31e-02      7.71e-05    8.99e-04      7.87e-02    6.21e-03    2.1e-06
  64400      8.49e-02    6.60e-02      9.33e-04    1.89e-03      4.79e-02    3.64e-02    2.1e-06
  64500      1.06e-01    1.20e-01      6.60e-04    7.25e-04      5.98e-02    6.81e-02    2.1e-06
  64600      1.43e-01    2.28e-01      6.62e-04    3.02e-03      8.08e-02    1.28e-01    2.1e-06
  64700      1.59e-01    9.68e-02      2.80e-05    7.63e-04      8.99e-02    5.47e-02    2.1e-06
  64800      8.26e-02    1.09e-01      2.40e-03    9.89e-04      4.55e-02    6.13e-02    2.1e-06
  64900      2.03e-01    1.27e-01      7.30e-05    8.43e-04      1.15e-01    7.19e-02    2.1e-06
  65000      1.39e-01    6.61e-02      1.33e-03    2.34e-03      9.21e-02    4.20e-02    1.3e-06
  65100      1.16e-01    1.32e-01      6.78e-04    2.12e-04      7.72e-02    8.77e-02    1.3e-06
  65200      1.12e-01    1.10e-01      4.66e-04    2.72e-04      7.43e-02    7.29e-02    1.3e-06
  65300      5.30e-02    7.82e-02      1.63e-03    6.22e-04      3.41e-02    5.18e-02    1.3e-06
  65400      5.94e-02    1.95e-01      1.48e-03    6.03e-04      3.87e-02    1.29e-01    1.3e-06
  65500      7.70e-02    4.40e-02      3.27e-03    2.14e-03      4.81e-02    2.69e-02    1.3e-06
  65600      9.23e-02    1.45e-01      1.04e-03    2.51e-03      6.10e-02    9.50e-02    1.3e-06
  65700      1.02e-01    1.07e-01      1.52e-03    1.28e-04      6.71e-02    7.13e-02    1.3e-06
  65800      5.66e-02    1.09e-01      1.97e-04    1.18e-03      3.75e-02    7.19e-02    1.3e-06
  65900      5.77e-02    4.64e-02      4.58e-04    2.20e-04      3.82e-02    3.08e-02    1.3e-06
  66000      7.12e-02    6.50e-02      5.04e-04    9.26e-04      4.72e-02    4.29e-02    1.3e-06
  66100      7.11e-02    3.17e-02      8.55e-04    5.34e-04      4.70e-02    2.08e-02    1.3e-06
  66200      3.10e-02    3.43e-02      5.48e-04    6.18e-04      2.04e-02    2.25e-02    1.3e-06
  66300      2.02e-01    3.95e-02      7.02e-05    6.48e-04      1.34e-01    2.60e-02    1.3e-06
  66400      1.38e-01    1.03e-01      1.43e-04    1.23e-03      9.18e-02    6.78e-02    1.3e-06
  66500      5.45e-02    8.16e-02      4.78e-04    6.82e-04      3.61e-02    5.40e-02    1.3e-06
  66600      2.38e-02    1.09e-01      1.24e-04    1.14e-04      1.58e-02    7.26e-02    1.3e-06
  66700      9.86e-02    1.04e-01      2.93e-04    2.27e-04      6.54e-02    6.88e-02    1.3e-06
  66800      4.41e-02    3.20e-02      2.75e-04    1.77e-04      2.92e-02    2.12e-02    1.3e-06
  66900      1.52e-01    8.28e-02      3.66e-03    6.50e-04      9.88e-02    5.48e-02    1.3e-06
  67000      8.19e-02    1.96e-01      1.13e-04    2.02e-03      5.43e-02    1.29e-01    1.3e-06
  67100      1.50e-01    1.06e-01      3.06e-03    5.62e-04      9.81e-02    7.00e-02    1.3e-06
  67200      1.25e-01    8.44e-02      6.45e-04    2.09e-03      8.30e-02    5.49e-02    1.3e-06
  67300      5.67e-02    1.37e-01      1.15e-03    7.94e-04      3.72e-02    9.09e-02    1.3e-06
  67400      6.62e-02    1.03e-01      1.87e-03    1.82e-03      4.28e-02    6.74e-02    1.3e-06
  67500      1.36e-01    1.18e-01      2.38e-03    2.52e-03      8.95e-02    7.73e-02    1.3e-06
  67600      2.20e-02    1.18e-01      7.89e-04    1.46e-03      1.40e-02    7.78e-02    1.3e-06
  67700      1.79e-01    8.10e-02      5.30e-05    2.86e-04      1.19e-01    5.37e-02    1.3e-06
  67800      8.22e-02    5.61e-02      3.47e-04    8.27e-04      5.45e-02    3.70e-02    1.3e-06
  67900      8.52e-02    1.33e-01      1.07e-03    1.57e-04      5.63e-02    8.79e-02    1.3e-06
  68000      5.89e-02    9.45e-02      1.12e-03    8.06e-04      3.86e-02    6.26e-02    1.3e-06
  68100      9.74e-02    5.04e-02      5.71e-04    6.54e-05      6.46e-02    3.35e-02    1.3e-06
  68200      1.39e-01    1.92e-01      6.70e-04    2.06e-03      9.20e-02    1.27e-01    1.3e-06
  68300      2.04e-01    7.06e-02      2.95e-03    7.10e-04      1.34e-01    4.67e-02    1.3e-06
  68400      2.99e-02    1.79e-01      1.73e-04    8.85e-04      1.98e-02    1.19e-01    1.3e-06
  68500      4.60e-02    4.28e-02      1.90e-03    1.79e-03      2.88e-02    2.68e-02    1.3e-06
  68600      1.11e-01    1.25e-01      1.28e-03    7.10e-04      7.32e-02    8.27e-02    1.3e-06
  68700      9.52e-02    1.95e-02      3.48e-04    1.63e-03      6.31e-02    9.63e-03    1.3e-06
  68800      7.90e-02    4.41e-02      2.77e-03    1.68e-03      5.03e-02    2.79e-02    1.3e-06
  68900      1.11e-01    1.06e-01      8.89e-04    1.08e-03      7.32e-02    6.99e-02    1.3e-06
  69000      3.14e-02    3.29e-02      1.50e-04    2.46e-04      2.08e-02    2.18e-02    1.3e-06
  69100      5.72e-02    1.48e-01      2.45e-03    2.62e-03      3.56e-02    9.70e-02    1.3e-06
  69200      4.17e-02    6.68e-02      5.93e-05    4.97e-04      2.77e-02    4.42e-02    1.3e-06
  69300      1.68e-01    8.56e-02      6.27e-04    1.69e-03      1.11e-01    5.61e-02    1.3e-06
  69400      8.31e-02    9.65e-02      9.41e-04    1.26e-03      5.49e-02    6.37e-02    1.3e-06
  69500      5.72e-02    7.69e-02      7.55e-04    5.45e-04      3.77e-02    5.10e-02    1.3e-06
  69600      9.76e-02    6.63e-02      3.18e-03    2.84e-03      6.25e-02    4.14e-02    1.3e-06
  69700      6.87e-02    9.92e-02      1.78e-03    1.52e-03      4.46e-02    6.53e-02    1.3e-06
  69800      1.69e-01    6.52e-02      3.92e-03    1.04e-03      1.11e-01    4.29e-02    1.3e-06
  69900      3.31e-02    2.59e-02      1.67e-03    1.69e-03      2.01e-02    1.47e-02    1.3e-06
  70000      8.13e-02    7.57e-02      1.36e-03    7.88e-04      6.07e-02    5.69e-02    7.6e-07
  70100      8.96e-02    5.64e-02      6.22e-04    1.00e-03      6.74e-02    4.21e-02    7.6e-07
  70200      1.01e-01    9.03e-02      2.31e-03    1.39e-03      7.49e-02    6.75e-02    7.6e-07
  70300      3.08e-02    2.95e-02      2.38e-05    1.88e-04      2.32e-02    2.22e-02    7.6e-07
  70400      7.70e-02    1.31e-01      1.12e-03    2.54e-03      5.77e-02    9.73e-02    7.6e-07
  70500      9.57e-02    4.76e-02      1.24e-03    7.40e-04      7.18e-02    3.56e-02    7.6e-07
  70600      2.68e-02    8.70e-02      1.20e-03    1.80e-03      1.88e-02    6.47e-02    7.6e-07
  70700      4.98e-02    7.38e-02      1.63e-04    2.89e-05      3.75e-02    5.57e-02    7.6e-07
  70800      7.78e-02    1.83e-01      5.13e-04    4.89e-04      5.85e-02    1.38e-01    7.6e-07
  70900      1.71e-01    7.91e-02      3.67e-03    4.51e-04      1.27e-01    5.96e-02    7.6e-07
  71000      1.63e-01    8.75e-02      1.16e-03    2.73e-04      1.23e-01    6.59e-02    7.6e-07
  71100      7.24e-02    5.33e-02      5.24e-04    4.85e-04      5.45e-02    4.01e-02    7.6e-07
  71200      2.53e-02    6.59e-02      9.56e-05    3.71e-04      1.91e-02    4.96e-02    7.6e-07
  71300      6.37e-02    4.44e-02      7.26e-04    2.07e-05      4.78e-02    3.35e-02    7.6e-07
  71400      1.10e-01    1.28e-01      1.54e-03    1.47e-03      8.22e-02    9.64e-02    7.6e-07
  71500      4.30e-02    3.42e-02      9.34e-04    4.95e-04      3.19e-02    2.56e-02    7.6e-07
  71600      6.62e-02    4.88e-02      1.74e-03    1.36e-03      4.88e-02    3.59e-02    7.6e-07
  71700      4.15e-02    1.03e-01      9.27e-04    7.51e-04      3.08e-02    7.76e-02    7.6e-07
  71800      1.11e-01    5.45e-02      1.01e-03    5.26e-04      8.31e-02    4.10e-02    7.6e-07
  71900      1.75e-01    1.03e-01      2.08e-03    1.70e-03      1.31e-01    7.70e-02    7.6e-07
  72000      6.22e-02    6.40e-02      1.09e-03    3.11e-04      4.64e-02    4.82e-02    7.6e-07
  72100      1.46e-01    5.80e-02      1.16e-03    8.60e-04      1.10e-01    4.34e-02    7.6e-07
  72200      1.22e-01    1.08e-01      3.24e-03    1.50e-04      8.96e-02    8.13e-02    7.6e-07
  72300      7.61e-02    1.09e-01      2.96e-04    8.85e-04      5.73e-02    8.20e-02    7.6e-07
  72400      4.81e-02    2.97e-02      1.72e-05    3.98e-06      3.63e-02    2.24e-02    7.6e-07
  72500      4.12e-02    1.36e-01      6.41e-04    8.04e-04      3.08e-02    1.02e-01    7.6e-07
  72600      1.03e-01    5.98e-02      2.18e-03    1.05e-03      7.62e-02    4.46e-02    7.6e-07
  72700      6.70e-02    9.61e-02      2.61e-04    5.21e-04      5.05e-02    7.24e-02    7.6e-07
  72800      4.93e-02    1.27e-01      1.84e-04    1.73e-03      3.71e-02    9.53e-02    7.6e-07
  72900      1.68e-02    1.10e-01      5.53e-04    1.61e-03      1.22e-02    8.20e-02    7.6e-07
  73000      1.25e-01    1.91e-02      2.19e-03    1.33e-03      9.32e-02    1.20e-02    7.6e-07
  73100      3.29e-02    1.34e-01      1.15e-04    6.77e-04      2.48e-02    1.01e-01    7.6e-07
  73200      6.59e-02    1.36e-01      1.45e-03    6.60e-04      4.89e-02    1.02e-01    7.6e-07
  73300      9.01e-02    1.13e-01      1.44e-03    1.54e-03      6.73e-02    8.49e-02    7.6e-07
  73400      6.22e-02    5.47e-02      2.02e-04    8.27e-05      4.68e-02    4.12e-02    7.6e-07
  73500      7.61e-02    8.27e-02      1.53e-03    6.85e-04      5.66e-02    6.22e-02    7.6e-07
  73600      6.23e-02    1.06e-01      8.52e-05    1.07e-03      4.70e-02    7.96e-02    7.6e-07
  73700      7.92e-02    1.23e-01      2.72e-04    6.84e-04      5.97e-02    9.28e-02    7.6e-07
  73800      5.09e-02    7.87e-02      8.51e-05    4.33e-04      3.84e-02    5.92e-02    7.6e-07
  73900      1.61e-01    9.76e-02      8.84e-04    1.26e-03      1.21e-01    7.32e-02    7.6e-07
  74000      5.74e-02    1.22e-01      4.04e-04    9.69e-05      4.32e-02    9.19e-02    7.6e-07
  74100      5.34e-02    1.02e-01      1.72e-03    1.24e-03      3.89e-02    7.63e-02    7.6e-07
  74200      1.41e-01    1.11e-01      5.03e-04    5.32e-04      1.06e-01    8.38e-02    7.6e-07
  74300      3.43e-02    6.50e-02      9.81e-04    1.05e-03      2.51e-02    4.86e-02    7.6e-07
  74400      8.45e-02    7.42e-02      7.81e-04    2.76e-04      6.35e-02    5.59e-02    7.6e-07
  74500      1.15e-01    5.17e-02      8.74e-04    1.16e-03      8.64e-02    3.83e-02    7.6e-07
  74600      3.12e-02    6.69e-02      1.25e-03    3.19e-04      2.23e-02    5.04e-02    7.6e-07
  74700      1.10e-01    1.18e-01      8.48e-04    1.13e-03      8.30e-02    8.86e-02    7.6e-07
  74800      8.68e-02    1.25e-01      9.56e-04    1.41e-03      6.51e-02    9.34e-02    7.6e-07
  74900      3.05e-02    3.27e-02      1.76e-04    4.05e-05      2.29e-02    2.46e-02    7.6e-07
  75000      9.83e-02    1.41e-01      1.47e-03    8.42e-04      8.09e-02    1.17e-01    4.6e-07
  75100      1.09e-01    8.48e-02      1.15e-03    9.82e-06      8.97e-02    7.03e-02    4.6e-07
  75200      3.34e-02    1.08e-01      6.89e-05    5.51e-06      2.77e-02    8.94e-02    4.6e-07
  75300      7.34e-02    6.99e-02      5.23e-04    4.23e-04      6.08e-02    5.79e-02    4.6e-07
  75400      8.00e-02    5.66e-02      8.20e-04    1.04e-03      6.61e-02    4.64e-02    4.6e-07
  75500      1.12e-01    2.83e-02      1.96e-03    1.25e-04      9.21e-02    2.34e-02    4.6e-07
  75600      1.30e-01    3.33e-02      5.14e-04    5.26e-04      1.07e-01    2.74e-02    4.6e-07
  75700      8.03e-02    1.26e-01      6.77e-05    1.87e-03      6.65e-02    1.04e-01    4.6e-07
  75800      6.89e-02    6.92e-02      3.10e-04    2.56e-04      5.71e-02    5.73e-02    4.6e-07
  75900      4.25e-02    6.44e-02      1.27e-03    4.47e-04      3.42e-02    5.33e-02    4.6e-07
  76000      1.37e-01    2.48e-02      3.70e-03    6.01e-04      1.11e-01    2.01e-02    4.6e-07
  76100      5.37e-02    3.35e-02      3.20e-04    2.92e-04      4.45e-02    2.77e-02    4.6e-07
  76200      1.02e-01    4.51e-02      1.93e-03    4.53e-04      8.37e-02    3.73e-02    4.6e-07
  76300      9.22e-02    2.77e-02      2.77e-04    5.97e-04      7.64e-02    2.26e-02    4.6e-07
  76400      4.09e-02    4.55e-02      3.29e-04    9.95e-04      3.38e-02    3.71e-02    4.6e-07
  76500      1.05e-01    3.73e-02      2.02e-03    1.59e-04      8.63e-02    3.09e-02    4.6e-07
  76600      1.25e-01    4.65e-02      2.95e-03    3.97e-04      1.01e-01    3.84e-02    4.6e-07
  76700      1.23e-01    5.24e-02      1.18e-04    4.50e-04      1.02e-01    4.33e-02    4.6e-07
  76800      1.17e-01    6.30e-02      1.36e-03    1.52e-04      9.66e-02    5.22e-02    4.6e-07
  76900      6.71e-02    4.34e-02      1.16e-03    1.37e-04      5.51e-02    3.60e-02    4.6e-07
  77000      4.62e-02    4.66e-02      7.41e-04    3.59e-04      3.79e-02    3.86e-02    4.6e-07
